# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: Llama3.2-1B-FP8
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH_SPARSE24, dtype: fp8e4m3, outdtype: fp32, warmup=5, repeat=30, verify=False
# M_list: [16, 128, 1024, 4096, 16384]
# NK_list: [(3072, 2048), (2048, 2048), (16384, 2048), (2048, 8192)]
M,N,K,layout,tops,lat_us,best_alg_id,best_split_k,workspace
128,16384,2048,TT_CR_Col,262.263519,32.753,0,2,0
128,16384,2048,TT_CR_Row,262.306213,32.748,0,-1,0
1024,2048,2048,NN_RC_Col,262.084290,32.775,0,4,0
1024,2048,2048,NN_RC_Row,262.067230,32.778,0,-1,0
1024,2048,2048,NT_RR_Col,262.016052,32.784,0,2,0
1024,2048,2048,NT_RR_Row,262.101318,32.773,0,2,0
1024,2048,2048,TN_CC_Col,261.964905,32.790,0,-1,0
1024,2048,2048,TN_CC_Row,261.999023,32.786,1,2,0
1024,2048,2048,TT_CR_Col,261.947876,32.793,0,2,0
1024,2048,2048,TT_CR_Row,262.058685,32.779,0,1,0
1024,2048,8192,NN_RC_Col,355.975861,96.523,1,1,2884416
1024,2048,8192,NN_RC_Row,356.495911,96.382,1,2,2884416
1024,2048,8192,NT_RR_Col,355.594696,96.626,1,4,2884416
1024,2048,8192,NT_RR_Row,355.842133,96.559,1,2,2884416
1024,2048,8192,TN_CC_Col,357.270844,96.173,1,-1,2884416
1024,2048,8192,TN_CC_Row,356.038818,96.506,1,-1,2884416
1024,2048,8192,TT_CR_Col,356.255402,96.447,1,2,2884416
1024,2048,8192,TT_CR_Row,355.806763,96.569,1,1,2884416
1024,3072,2048,NN_RC_Col,314.482727,40.972,0,1,0
1024,3072,2048,NN_RC_Row,314.540039,40.964,0,4,0
1024,3072,2048,NT_RR_Col,314.654755,40.949,0,4,0
1024,3072,2048,NT_RR_Row,314.400848,40.982,1,-1,0
1024,3072,2048,TN_CC_Col,314.630188,40.953,0,4,0
1024,3072,2048,TN_CC_Row,314.425415,40.979,0,1,0
1024,3072,2048,TT_CR_Col,314.384491,40.985,0,1,0
1024,3072,2048,TT_CR_Row,314.417206,40.980,0,1,0
1024,16384,2048,NN_RC_Col,364.959717,188.293,0,2,0
1024,16384,2048,NN_RC_Row,368.403198,186.533,1,-1,0
1024,16384,2048,NT_RR_Col,364.930725,188.308,0,1,0
1024,16384,2048,NT_RR_Row,367.845795,186.816,1,1,0
1024,16384,2048,TN_CC_Col,366.054565,187.730,0,1,0
1024,16384,2048,TN_CC_Row,368.377899,186.546,1,1,0
1024,16384,2048,TT_CR_Col,364.928680,188.309,0,2,0
1024,16384,2048,TT_CR_Row,368.215820,186.628,1,1,0
4096,2048,2048,NN_RC_Col,354.952087,96.801,0,1,0
4096,2048,2048,NN_RC_Row,352.647736,97.434,0,2,0
4096,2048,2048,NT_RR_Col,352.096527,97.586,0,1,0
4096,2048,2048,NT_RR_Row,351.451141,97.765,0,2,0
4096,2048,2048,TN_CC_Col,354.058624,97.045,0,-1,0
4096,2048,2048,TN_CC_Row,350.739380,97.964,0,2,0
4096,2048,2048,TT_CR_Col,349.969635,98.179,0,2,0
4096,2048,2048,TT_CR_Row,352.185059,97.562,0,4,0
4096,2048,8192,NN_RC_Col,404.275330,339.964,1,1,3277760
4096,2048,8192,NN_RC_Row,404.355286,339.897,1,1,3277760
4096,2048,8192,NT_RR_Col,403.538452,340.585,1,1,3277760
4096,2048,8192,NT_RR_Row,405.706146,338.765,1,1,3277760
4096,2048,8192,TN_CC_Col,404.498718,339.776,1,1,3277760
4096,2048,8192,TN_CC_Row,407.341461,337.405,1,16,3277760
4096,2048,8192,TT_CR_Col,403.423492,340.682,1,1,3277760
4096,2048,8192,TT_CR_Row,401.760529,342.092,0,4,0
4096,3072,2048,NN_RC_Col,365.527740,141.001,0,2,0
4096,3072,2048,NN_RC_Row,365.243164,141.110,0,2,0
4096,3072,2048,NT_RR_Col,365.782349,140.902,0,2,0
4096,3072,2048,NT_RR_Row,365.389496,141.054,0,2,0
4096,3072,2048,TN_CC_Col,366.250885,140.722,0,-1,0
4096,3072,2048,TN_CC_Row,369.200531,139.598,0,-1,0
4096,3072,2048,TT_CR_Col,364.815735,141.276,0,1,0
4096,3072,2048,TT_CR_Row,365.361908,141.065,0,-1,0
4096,16384,2048,NN_RC_Col,376.711853,729.677,0,1,0
4096,16384,2048,NN_RC_Row,375.432037,732.164,2,4,0
4096,16384,2048,NT_RR_Col,375.187134,732.642,1,4,0
4096,16384,2048,NT_RR_Row,376.189972,730.689,2,4,0
4096,16384,2048,TN_CC_Col,376.991821,729.135,0,1,0
4096,16384,2048,TN_CC_Row,376.325104,730.427,2,2,0
4096,16384,2048,TT_CR_Col,362.461853,758.364,3,2,0
4096,16384,2048,TT_CR_Row,374.940948,733.123,2,4,0
16384,2048,2048,NN_RC_Col,359.195068,382.630,3,4,0
16384,2048,2048,NN_RC_Row,379.283386,362.365,2,2,0
16384,2048,2048,NT_RR_Col,359.883331,381.899,0,2,0
16384,2048,2048,NT_RR_Row,379.879425,361.796,2,-1,0
16384,2048,2048,TN_CC_Col,371.909088,369.550,0,1,0
16384,2048,2048,TN_CC_Row,372.558594,368.906,2,2,0
16384,2048,2048,TT_CR_Col,358.988922,382.850,3,8,0
16384,2048,2048,TT_CR_Row,374.082611,367.403,2,2,0
16384,2048,8192,NN_RC_Col,414.255951,1327.092,1,4,4851008
16384,2048,8192,NN_RC_Row,421.595306,1303.989,2,2,0
16384,2048,8192,NT_RR_Col,395.280579,1390.799,0,1,0
16384,2048,8192,NT_RR_Row,402.961761,1364.288,2,2,0
16384,2048,8192,TN_CC_Col,415.051208,1324.549,0,1,0
16384,2048,8192,TN_CC_Row,402.289551,1366.568,2,1,0
16384,2048,8192,TT_CR_Col,398.290955,1380.287,0,1,0
16384,2048,8192,TT_CR_Row,403.813171,1361.411,2,8,0
16384,3072,2048,NN_RC_Col,361.172546,570.803,3,-1,0
16384,3072,2048,NN_RC_Row,374.507416,550.479,2,8,0
16384,3072,2048,NT_RR_Col,372.438354,553.537,0,1,0
16384,3072,2048,NT_RR_Row,374.601746,550.340,2,8,0
16384,3072,2048,TN_CC_Col,371.776398,554.523,0,4,0
16384,3072,2048,TN_CC_Row,374.837128,549.995,2,8,0
16384,3072,2048,TT_CR_Col,361.136780,570.860,3,2,0
16384,3072,2048,TT_CR_Row,374.543671,550.426,2,16,0
16384,16384,2048,NN_RC_Col,371.973907,2955.884,0,1,0
16384,16384,2048,NN_RC_Row,369.523773,2975.483,2,2,0
16384,16384,2048,NT_RR_Col,371.882233,2956.612,3,2,0
16384,16384,2048,NT_RR_Row,375.657074,2926.903,3,-1,0
16384,16384,2048,TN_CC_Col,372.783325,2949.466,0,1,0
16384,16384,2048,TN_CC_Row,372.326447,2953.085,0,1,0
16384,16384,2048,TT_CR_Col,372.162445,2954.386,3,-1,0
16384,16384,2048,TT_CR_Row,389.411835,2823.519,2,2,0
