# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: BitNet-2B4T-FP8E4M3
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH_SPARSE24, dtype: fp8e4m3, outdtype: bf16, warmup=25, repeat=100, verify=False
# M_list: [16, 256, 1024]
# NK_list: [(3840, 2560), (2560, 2560), (13824, 2560), (2560, 6912)]
M,N,K,layout,tops,lat_us,best_alg_id,best_split_k,workspace
256,2560,2560,TN_CC_Col,260.710083,12.870,2,2,0
256,2560,2560,TN_CC_Row,256.406891,13.086,2,2,0
256,2560,2560,TT_CR_Col,264.932434,12.665,2,4,0
256,2560,2560,TT_CR_Row,257.863495,13.012,2,2,0
256,2560,6912,NN_RC_Col,326.177490,27.775,2,-1,0
256,2560,6912,NN_RC_Row,324.012329,27.961,2,1,0
256,2560,6912,NT_RR_Col,328.684296,27.564,2,4,0
256,2560,6912,NT_RR_Row,326.877960,27.716,2,2,0
256,2560,6912,TN_CC_Col,329.158173,27.524,2,1,0
256,2560,6912,TN_CC_Row,324.565826,27.913,2,2,0
256,2560,6912,TT_CR_Col,326.173706,27.776,2,-1,0
256,2560,6912,TT_CR_Row,322.918457,28.056,2,1,0
256,3840,2560,NN_RC_Col,245.598816,20.493,0,2,0
256,3840,2560,NN_RC_Row,245.798416,20.477,0,4,0
256,3840,2560,NT_RR_Col,245.760010,20.480,0,8,0
256,3840,2560,NT_RR_Row,245.775345,20.479,0,8,0
256,3840,2560,TN_CC_Col,245.625687,20.491,0,1,0
256,3840,2560,TN_CC_Row,245.449341,20.506,0,1,0
256,3840,2560,TT_CR_Col,245.706253,20.484,0,1,0
256,3840,2560,TT_CR_Row,245.694748,20.485,0,-1,0
256,13824,2560,NN_RC_Col,328.877167,55.095,0,-1,0
256,13824,2560,NN_RC_Row,328.240356,55.202,0,8,0
256,13824,2560,NT_RR_Col,328.590851,55.143,0,1,0
256,13824,2560,NT_RR_Row,328.348846,55.183,2,4,0
256,13824,2560,TN_CC_Col,331.491791,54.660,0,4,0
256,13824,2560,TN_CC_Row,328.400299,55.175,2,4,0
256,13824,2560,TT_CR_Col,328.993683,55.075,0,-1,0
256,13824,2560,TT_CR_Row,328.503143,55.157,0,2,0
1024,2560,2560,NN_RC_Col,344.895111,38.916,0,1,0
1024,2560,2560,NN_RC_Row,344.946167,38.910,0,4,0
1024,2560,2560,NT_RR_Col,344.926331,38.912,2,2,0
1024,2560,2560,NT_RR_Row,344.858246,38.920,0,-1,0
1024,2560,2560,TN_CC_Col,344.900787,38.915,0,2,0
1024,2560,2560,TN_CC_Row,344.926331,38.912,0,4,0
1024,2560,2560,TT_CR_Col,344.923492,38.912,0,2,0
1024,2560,2560,TT_CR_Row,344.883789,38.917,2,4,0
1024,2560,6912,NN_RC_Col,389.685822,92.995,0,4,0
1024,2560,6912,NN_RC_Row,388.260254,93.336,0,16,0
1024,2560,6912,NT_RR_Col,391.424713,92.582,0,8,0
1024,2560,6912,NT_RR_Row,388.148499,93.363,0,4,0
1024,2560,6912,TN_CC_Col,392.215027,92.395,0,-1,0
1024,2560,6912,TN_CC_Row,387.780334,93.452,0,4,0
1024,2560,6912,TT_CR_Col,389.950134,92.932,0,2,0
1024,2560,6912,TT_CR_Row,387.777679,93.452,0,-1,0
1024,3840,2560,NN_RC_Col,364.181641,55.282,0,1,0
1024,3840,2560,NN_RC_Row,363.855133,55.332,2,1,0
1024,3840,2560,NT_RR_Col,364.013062,55.308,0,-1,0
1024,3840,2560,NT_RR_Row,363.989899,55.311,0,4,0
1024,3840,2560,TN_CC_Col,363.994080,55.310,0,1,0
1024,3840,2560,TN_CC_Row,364.120483,55.291,0,2,0
1024,3840,2560,TT_CR_Col,363.975128,55.313,0,1,0
1024,3840,2560,TT_CR_Row,363.848846,55.332,0,-1,0
1024,13824,2560,NN_RC_Col,397.479218,182.343,2,1,0
1024,13824,2560,NN_RC_Row,397.486206,182.340,2,2,0
1024,13824,2560,NT_RR_Col,398.650391,181.807,2,1,0
1024,13824,2560,NT_RR_Row,397.580383,182.297,2,1,0
1024,13824,2560,TN_CC_Col,398.061188,182.076,2,-1,0
1024,13824,2560,TN_CC_Row,397.498779,182.334,2,2,0
1024,13824,2560,TT_CR_Col,397.489014,182.339,2,2,0
1024,13824,2560,TT_CR_Row,397.586731,182.294,2,-1,0
