# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: Llama3.2-1B-FP8
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH, dtype: fp8e4m3, outdtype: bf16, warmup=5, repeat=30, verify=False
# M_list: [16, 128, 1024, 4096, 16384]
# NK_list: [(3072, 2048), (2048, 2048), (16384, 2048), (2048, 8192)]
M,N,K,layout,tops,lat_us,best_alg_id,workspace,waves_count
128,16384,2048,TT_CR_Row,190.015884,45.206,35,0,2.0317
1024,2048,2048,NN_RC_Col,189.908340,45.232,35,0,2.0317
1024,2048,2048,NN_RC_Row,190.042801,45.200,35,0,2.0317
1024,2048,2048,NT_RR_Col,190.042801,45.200,35,0,2.0317
1024,2048,2048,NT_RR_Row,190.042801,45.200,35,0,2.0317
1024,2048,2048,TN_CC_Col,189.993484,45.212,35,0,2.0317
1024,2048,2048,TN_CC_Row,190.020370,45.205,35,0,2.0317
1024,2048,2048,TT_CR_Col,190.181931,45.167,35,0,2.0317
1024,2048,2048,TT_CR_Row,190.015884,45.206,35,0,2.0317
1024,2048,8192,NN_RC_Col,215.214661,159.653,35,8392863,10.1587
1024,2048,8192,NN_RC_Row,214.900223,159.887,35,8392863,10.1587
1024,2048,8192,NT_RR_Col,214.855820,159.920,35,8392863,10.1587
1024,2048,8192,NT_RR_Row,214.977676,159.829,35,8392863,10.1587
1024,2048,8192,TN_CC_Col,215.088196,159.747,35,8392863,10.1587
1024,2048,8192,TN_CC_Row,214.954712,159.846,35,8392863,10.1587
1024,2048,8192,TT_CR_Col,215.063782,159.765,35,8392863,10.1587
1024,2048,8192,TT_CR_Row,215.154266,159.698,35,8392863,10.1587
1024,3072,2048,NN_RC_Col,209.246582,61.578,35,0,2.2857
1024,3072,2048,NN_RC_Row,206.714966,62.332,35,0,2.2857
1024,3072,2048,NT_RR_Col,208.161209,61.899,35,0,2.2857
1024,3072,2048,NT_RR_Row,204.957764,62.866,35,0,2.2857
1024,3072,2048,TN_CC_Col,206.280762,62.463,35,0,2.2857
1024,3072,2048,TN_CC_Row,206.435883,62.416,35,0,2.2857
1024,3072,2048,TT_CR_Col,209.043793,61.637,35,0,2.2857
1024,3072,2048,TT_CR_Row,205.834366,62.598,35,0,2.2857
1024,16384,2048,NN_RC_Col,229.706070,299.163,35,0,12.1905
1024,16384,2048,NN_RC_Row,229.454071,299.491,35,0,12.1905
1024,16384,2048,NT_RR_Col,230.631149,297.963,35,0,12.1905
1024,16384,2048,NT_RR_Row,228.196762,301.141,35,0,12.1905
1024,16384,2048,TN_CC_Col,230.703033,297.870,35,0,12.1905
1024,16384,2048,TN_CC_Row,229.664291,299.217,35,0,12.1905
1024,16384,2048,TT_CR_Col,228.640594,300.557,35,0,12.1905
1024,16384,2048,TT_CR_Row,228.149094,301.204,35,0,12.1905
4096,2048,2048,NN_RC_Col,222.127441,154.685,35,0,8.1270
4096,2048,2048,NN_RC_Row,221.896378,154.846,35,0,8.1270
4096,2048,2048,NT_RR_Col,223.486710,153.744,35,0,8.1270
4096,2048,2048,NT_RR_Row,221.934616,154.819,35,0,8.1270
4096,2048,2048,TN_CC_Col,223.485138,153.745,35,0,8.1270
4096,2048,2048,TN_CC_Row,222.420410,154.481,35,0,8.1270
4096,2048,2048,TT_CR_Col,222.216309,154.623,35,0,8.1270
4096,2048,2048,TT_CR_Row,222.225510,154.617,35,0,8.1270
4096,2048,8192,NN_RC_Col,223.595642,614.676,35,33562783,24.3810
4096,2048,8192,NN_RC_Row,228.105057,602.525,35,33562783,24.3810
4096,2048,8192,NT_RR_Col,224.902695,611.104,35,0,6.0952
4096,2048,8192,NT_RR_Row,228.362549,601.845,35,33562783,24.3810
4096,2048,8192,TN_CC_Col,229.220169,599.594,35,33562783,24.3810
4096,2048,8192,TN_CC_Row,227.586105,603.899,35,33562783,24.3810
4096,2048,8192,TT_CR_Col,224.472916,612.274,35,0,6.0952
4096,2048,8192,TT_CR_Row,228.341553,601.901,35,33562783,24.3810
4096,3072,2048,NN_RC_Col,228.536743,225.520,35,0,12.1905
4096,3072,2048,NN_RC_Row,228.311050,225.743,35,0,12.1905
4096,3072,2048,NT_RR_Col,228.543228,225.514,35,0,12.1905
4096,3072,2048,NT_RR_Row,228.519455,225.537,35,0,12.1905
4096,3072,2048,TN_CC_Col,228.576752,225.481,35,0,12.1905
4096,3072,2048,TN_CC_Row,228.192459,225.860,35,0,12.1905
4096,3072,2048,TT_CR_Col,228.510818,225.546,35,0,12.1905
4096,3072,2048,TT_CR_Row,228.407120,225.648,35,0,12.1905
4096,16384,2048,NN_RC_Col,239.098801,1149.641,35,0,24.3810
4096,16384,2048,NN_RC_Row,239.100128,1149.635,35,0,24.3810
4096,16384,2048,NT_RR_Col,239.072357,1149.769,35,0,24.3810
4096,16384,2048,NT_RR_Row,238.986801,1150.180,35,0,24.3810
4096,16384,2048,TN_CC_Col,239.085907,1149.703,35,0,24.3810
4096,16384,2048,TN_CC_Row,239.099442,1149.638,35,0,24.3810
4096,16384,2048,TT_CR_Col,239.061981,1149.819,35,0,24.3810
4096,16384,2048,TT_CR_Row,239.085022,1149.708,35,0,24.3810
16384,2048,2048,NN_RC_Col,234.999435,584.848,35,0,24.3810
16384,2048,2048,NN_RC_Row,234.504593,586.082,35,0,12.1905
16384,2048,2048,NT_RR_Col,235.025162,584.784,35,0,24.3810
16384,2048,2048,NT_RR_Row,234.413727,586.309,35,0,12.1905
16384,2048,2048,TN_CC_Col,236.863953,580.244,35,0,24.3810
16384,2048,2048,TN_CC_Row,234.423950,586.284,35,0,12.1905
16384,2048,2048,TT_CR_Col,234.388153,586.373,35,0,12.1905
16384,2048,2048,TT_CR_Row,234.350220,586.468,35,0,12.1905
16384,2048,8192,NN_RC_Col,240.551071,2285.402,35,0,24.3810
16384,2048,8192,NN_RC_Row,236.781143,2321.789,35,0,12.1905
16384,2048,8192,NT_RR_Col,240.605209,2284.887,35,0,24.3810
16384,2048,8192,NT_RR_Row,236.801819,2321.586,35,134234271,24.3810
16384,2048,8192,TN_CC_Col,239.325729,2297.103,35,0,24.3810
16384,2048,8192,TN_CC_Row,240.931046,2281.797,35,0,24.3810
16384,2048,8192,TT_CR_Col,240.612640,2284.817,35,0,24.3810
16384,2048,8192,TT_CR_Row,236.688736,2322.695,35,0,12.1905
16384,3072,2048,NN_RC_Col,238.396790,864.770,35,0,18.2857
16384,3072,2048,NN_RC_Row,238.372681,864.858,35,0,18.2857
16384,3072,2048,NT_RR_Col,238.253662,865.290,35,0,18.2857
16384,3072,2048,NT_RR_Row,238.371201,864.863,35,0,18.2857
16384,3072,2048,TN_CC_Col,238.385910,864.810,35,0,18.2857
16384,3072,2048,TN_CC_Row,238.402664,864.749,35,0,18.2857
16384,3072,2048,TT_CR_Col,238.330048,865.012,35,0,18.2857
16384,3072,2048,TT_CR_Row,238.292755,865.148,35,0,18.2857
16384,16384,2048,NN_RC_Col,240.057678,4580.198,35,0,97.5238
16384,16384,2048,NN_RC_Row,239.991028,4581.470,35,0,97.5238
16384,16384,2048,NT_RR_Col,240.068985,4579.982,35,0,97.5238
16384,16384,2048,NT_RR_Row,240.014282,4581.026,35,0,97.5238
16384,16384,2048,TN_CC_Col,240.089722,4579.586,35,0,97.5238
16384,16384,2048,TN_CC_Row,240.040604,4580.523,35,0,97.5238
16384,16384,2048,TT_CR_Col,240.029816,4580.729,35,0,97.5238
16384,16384,2048,TT_CR_Row,239.979843,4581.683,35,0,97.5238
