# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: Llama3.2-1B-FP8
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH, dtype: fp8e4m3, outdtype: fp32, warmup=5, repeat=30, verify=False
# M_list: [16, 128, 1024, 4096, 16384]
# NK_list: [(3072, 2048), (2048, 2048), (16384, 2048), (2048, 8192)]
M,N,K,layout,tops,lat_us,best_alg_id,workspace,waves_count
16,16384,2048,NN_RC_Row,43.447407,24.714,35,0,2.0317
16,16384,2048,NT_RR_Col,65.015366,16.515,35,0,1.0159
16,16384,2048,NT_RR_Row,43.451160,24.711,35,0,2.0317
16,16384,2048,TN_CC_Col,65.078415,16.499,35,0,1.0159
16,16384,2048,TN_CC_Row,43.454910,24.709,35,0,2.0317
16,16384,2048,TT_CR_Col,65.166885,16.477,35,0,1.0159
16,16384,2048,TT_CR_Row,43.556442,24.652,35,0,2.0317
128,2048,2048,NN_RC_Col,126.955856,8.458,35,0,0.2540
128,2048,2048,NN_RC_Row,128.989365,8.324,35,0,0.2540
128,2048,2048,NT_RR_Col,128.037781,8.386,35,0,0.2540
128,2048,2048,NT_RR_Row,129.022430,8.322,35,0,0.2540
128,2048,2048,TN_CC_Col,123.634605,8.685,35,0,0.2540
128,2048,2048,TN_CC_Row,128.972824,8.325,35,0,0.2540
128,2048,2048,TT_CR_Col,114.091919,9.411,35,0,0.2540
128,2048,2048,TT_CR_Row,128.989365,8.324,35,0,0.2540
128,2048,8192,NN_RC_Col,160.694885,26.727,35,1049247,1.2698
128,2048,8192,NN_RC_Row,160.836105,26.704,35,1049247,1.2698
128,2048,8192,NT_RR_Col,160.842529,26.703,35,1049247,1.2698
128,2048,8192,NT_RR_Row,160.861801,26.700,35,1049247,1.2698
128,2048,8192,TN_CC_Col,160.643616,26.736,35,1049247,1.2698
128,2048,8192,TN_CC_Row,160.874664,26.698,35,1049247,1.2698
128,2048,8192,TT_CR_Col,160.848938,26.702,35,1049247,1.2698
128,2048,8192,TT_CR_Row,160.816833,26.707,35,1049247,1.2698
128,3072,2048,NN_RC_Col,111.666130,14.423,35,0,0.7619
128,3072,2048,NN_RC_Row,111.748779,14.413,35,0,0.7619
128,3072,2048,NT_RR_Col,111.666130,14.423,35,0,0.7619
128,3072,2048,NT_RR_Row,111.748779,14.413,35,0,0.7619
128,3072,2048,TN_CC_Col,111.690910,14.420,35,0,0.7619
128,3072,2048,TN_CC_Row,111.831543,14.402,35,0,0.7619
128,3072,2048,TT_CR_Col,111.748779,14.413,35,0,0.7619
128,3072,2048,TT_CR_Row,111.790138,14.407,35,0,0.7619
128,16384,2048,NN_RC_Col,189.890442,45.236,35,0,2.0317
128,16384,2048,NN_RC_Row,190.047287,45.199,35,0,2.0317
128,16384,2048,NT_RR_Col,190.042801,45.200,35,0,2.0317
128,16384,2048,NT_RR_Row,190.029343,45.203,35,0,2.0317
128,16384,2048,TN_CC_Col,190.078690,45.191,35,0,2.0317
128,16384,2048,TN_CC_Row,190.033829,45.202,35,0,2.0317
128,16384,2048,TT_CR_Col,190.051758,45.198,35,0,2.0317
128,16384,2048,TT_CR_Row,189.747284,45.270,35,0,2.0317
1024,2048,2048,NN_RC_Col,190.024872,45.204,35,0,2.0317
1024,2048,2048,NN_RC_Row,190.011414,45.207,35,0,2.0317
1024,2048,2048,NT_RR_Col,190.195404,45.164,35,0,2.0317
1024,2048,2048,NT_RR_Row,189.930756,45.227,35,0,2.0317
1024,2048,2048,TN_CC_Col,189.876999,45.239,35,0,2.0317
1024,2048,2048,TN_CC_Row,190.033829,45.202,35,0,2.0317
1024,2048,2048,TT_CR_Col,190.020370,45.205,35,0,2.0317
1024,2048,2048,TT_CR_Row,189.689163,45.284,35,0,2.0317
1024,2048,8192,NN_RC_Col,216.545685,158.672,35,8392863,10.1587
1024,2048,8192,NN_RC_Row,216.449661,158.742,35,8392863,10.1587
1024,2048,8192,NT_RR_Col,216.889801,158.420,35,8392863,10.1587
1024,2048,8192,NT_RR_Row,216.793442,158.491,35,8392863,10.1587
1024,2048,8192,TN_CC_Col,216.726334,158.540,35,8392863,10.1587
1024,2048,8192,TN_CC_Row,216.812424,158.477,35,8392863,10.1587
1024,2048,8192,TT_CR_Col,216.583542,158.644,35,8392863,10.1587
1024,2048,8192,TT_CR_Row,216.427856,158.758,35,8392863,10.1587
1024,3072,2048,NN_RC_Col,202.718582,63.561,35,0,2.2857
1024,3072,2048,NN_RC_Row,202.664185,63.578,35,0,2.2857
1024,3072,2048,NT_RR_Col,202.725403,63.558,35,0,2.2857
1024,3072,2048,NT_RR_Row,202.647171,63.583,35,0,2.2857
1024,3072,2048,TN_CC_Col,202.650574,63.582,35,0,3.0476
1024,3072,2048,TN_CC_Row,202.653976,63.581,35,0,2.2857
1024,3072,2048,TT_CR_Col,202.749222,63.551,35,0,2.2857
1024,3072,2048,TT_CR_Row,202.650574,63.582,35,0,2.2857
1024,16384,2048,NN_RC_Col,223.825989,307.022,35,0,12.1905
1024,16384,2048,NN_RC_Row,224.840714,305.636,35,0,12.1905
1024,16384,2048,NT_RR_Col,225.110199,305.270,35,0,12.1905
1024,16384,2048,NT_RR_Row,224.324005,306.340,35,0,12.1905
1024,16384,2048,TN_CC_Col,228.084473,301.290,35,0,12.1905
1024,16384,2048,TN_CC_Row,224.830521,305.650,35,0,12.1905
1024,16384,2048,TT_CR_Col,222.570984,308.753,35,0,12.1905
1024,16384,2048,TT_CR_Row,223.776230,307.090,35,0,12.1905
4096,2048,2048,NN_RC_Col,218.173706,157.488,35,0,8.1270
4096,2048,2048,NN_RC_Row,215.082458,159.751,35,0,8.1270
4096,2048,2048,NT_RR_Col,217.684219,157.842,35,0,12.1905
4096,2048,2048,NT_RR_Row,217.651825,157.866,35,0,6.0952
4096,2048,2048,TN_CC_Col,220.823959,155.598,35,0,8.1270
4096,2048,2048,TN_CC_Row,214.993469,159.818,35,0,8.1270
4096,2048,2048,TT_CR_Col,217.654770,157.863,35,0,6.0952
4096,2048,2048,TT_CR_Row,217.188110,158.203,35,0,6.0952
4096,2048,8192,NN_RC_Col,221.818848,619.600,35,0,6.0952
4096,2048,8192,NN_RC_Row,226.539352,606.689,35,33562783,24.3810
4096,2048,8192,NT_RR_Col,223.309296,615.465,35,0,6.0952
4096,2048,8192,NT_RR_Row,225.048080,610.709,35,33562783,24.3810
4096,2048,8192,TN_CC_Col,228.527847,601.410,35,33562783,24.3810
4096,2048,8192,TN_CC_Row,225.777588,608.736,35,33562783,24.3810
4096,2048,8192,TT_CR_Col,222.766861,616.963,35,0,6.0952
4096,2048,8192,TT_CR_Row,225.555466,609.336,35,33562783,24.3810
4096,3072,2048,NN_RC_Col,224.649933,229.422,35,0,12.1905
4096,3072,2048,NN_RC_Row,224.460007,229.616,35,0,9.1429
4096,3072,2048,NT_RR_Col,225.255264,228.805,35,0,12.1905
4096,3072,2048,NT_RR_Row,221.974869,232.187,35,0,9.1429
4096,3072,2048,TN_CC_Col,226.465164,227.583,35,0,12.1905
4096,3072,2048,TN_CC_Row,224.660385,229.411,35,0,9.1429
4096,3072,2048,TT_CR_Col,222.771103,231.357,35,0,12.1905
4096,3072,2048,TT_CR_Row,224.333893,229.745,35,0,9.1429
4096,16384,2048,NN_RC_Col,237.101944,1159.324,35,0,24.3810
4096,16384,2048,NN_RC_Row,236.879639,1160.412,35,0,24.3810
4096,16384,2048,NT_RR_Col,237.153427,1159.072,35,0,24.3810
4096,16384,2048,NT_RR_Row,236.948227,1160.076,35,0,24.3810
4096,16384,2048,TN_CC_Col,237.000320,1159.821,35,0,24.3810
4096,16384,2048,TN_CC_Row,236.636032,1161.606,35,0,24.3810
4096,16384,2048,TT_CR_Col,237.101746,1159.325,35,0,24.3810
4096,16384,2048,TT_CR_Row,236.792145,1160.840,35,0,24.3810
16384,2048,2048,NN_RC_Col,232.186752,591.933,35,0,12.1905
16384,2048,2048,NN_RC_Row,232.284683,591.683,35,0,12.1905
16384,2048,2048,NT_RR_Col,232.553436,590.999,35,0,12.1905
16384,2048,2048,NT_RR_Row,229.135803,599.814,35,0,12.1905
16384,2048,2048,TN_CC_Col,234.289261,586.621,35,0,24.3810
16384,2048,2048,TN_CC_Row,230.080139,597.353,35,0,12.1905
16384,2048,2048,TT_CR_Col,230.285339,596.820,35,0,12.1905
16384,2048,2048,TT_CR_Row,230.348328,596.657,35,0,12.1905
16384,2048,8192,NN_RC_Col,239.565231,2294.806,35,0,24.3810
16384,2048,8192,NN_RC_Row,236.250168,2327.007,35,0,12.1905
16384,2048,8192,NT_RR_Col,238.726898,2302.865,35,0,24.3810
16384,2048,8192,NT_RR_Row,236.200699,2327.494,35,0,12.1905
16384,2048,8192,TN_CC_Col,240.341309,2287.396,35,0,24.3810
16384,2048,8192,TN_CC_Row,240.754120,2283.474,35,0,24.3810
16384,2048,8192,TT_CR_Col,239.700134,2293.515,35,0,24.3810
16384,2048,8192,TT_CR_Row,236.280960,2326.704,35,0,12.1905
16384,3072,2048,NN_RC_Col,236.332916,872.322,35,0,18.2857
16384,3072,2048,NN_RC_Row,236.449142,871.893,35,0,18.2857
16384,3072,2048,NT_RR_Col,236.020065,873.478,35,0,18.2857
16384,3072,2048,NT_RR_Row,236.407486,872.047,35,0,18.2857
16384,3072,2048,TN_CC_Col,236.306335,872.420,35,0,18.2857
16384,3072,2048,TN_CC_Row,236.414719,872.020,35,0,18.2857
16384,3072,2048,TT_CR_Col,236.293030,872.469,35,0,18.2857
16384,3072,2048,TT_CR_Row,236.410370,872.036,35,0,18.2857
16384,16384,2048,NN_RC_Col,237.505646,4629.413,35,0,97.5238
16384,16384,2048,NN_RC_Row,237.248810,4634.424,35,0,97.5238
16384,16384,2048,NT_RR_Col,237.700745,4625.613,35,0,97.5238
16384,16384,2048,NT_RR_Row,237.288010,4633.659,35,0,97.5238
16384,16384,2048,TN_CC_Col,237.716309,4625.310,35,0,97.5238
16384,16384,2048,TN_CC_Row,237.339203,4632.659,35,0,97.5238
16384,16384,2048,TT_CR_Col,237.249100,4634.418,35,0,97.5238
16384,16384,2048,TT_CR_Row,237.236511,4634.665,35,0,97.5238
