# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: BitNet-2B4T-FP8E4M3
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH, dtype: fp8e4m3, outdtype: bf16, warmup=2, repeat=30, verify=False
# M_list: [16, 128, 1024]
# NK_list: [(3840, 2560), (2560, 2560), (13824, 2560), (2560, 6912)]
M,N,K,layout,tops,lat_us,best_alg_id,workspace,waves_count
16,13824,2560,TN_CC_Col,68.761864,16.469,35,0,0.8571
16,13824,2560,TN_CC_Row,42.321743,26.758,35,0,1.2857
16,13824,2560,TT_CR_Col,68.606346,16.507,35,0,0.8571
16,13824,2560,TT_CR_Row,42.340309,26.747,35,0,1.2857
128,2560,2560,NN_RC_Col,135.615097,12.371,35,0,0.4762
128,2560,2560,NN_RC_Row,135.908066,12.345,35,0,0.3175
128,2560,2560,NT_RR_Col,135.580032,12.374,35,0,0.3175
128,2560,2560,NT_RR_Row,135.919815,12.343,35,0,0.3175
128,2560,2560,TN_CC_Col,135.661896,12.367,35,0,0.3175
128,2560,2560,TN_CC_Row,135.568344,12.375,35,0,0.4762
128,2560,2560,TT_CR_Col,135.580032,12.374,35,0,0.4762
128,2560,2560,TT_CR_Row,136.675690,12.275,35,0,0.3175
128,2560,6912,NN_RC_Col,199.358398,22.722,35,0,0.4762
128,2560,6912,NN_RC_Row,197.577591,22.927,35,0,0.3175
128,2560,6912,NT_RR_Col,199.349045,22.723,35,0,0.4762
128,2560,6912,NT_RR_Row,185.934006,24.363,35,0,0.3175
128,2560,6912,TN_CC_Col,185.738831,24.388,35,0,0.4762
128,2560,6912,TN_CC_Row,199.377136,22.720,35,0,0.3175
128,2560,6912,TT_CR_Col,190.189117,23.818,35,0,0.4762
128,2560,6912,TT_CR_Row,183.452103,24.692,35,0,0.3175
128,3840,2560,NN_RC_Col,152.330582,16.521,35,0,0.9524
128,3840,2560,NN_RC_Row,135.951141,18.511,35,0,0.9524
128,3840,2560,NT_RR_Col,152.281403,16.526,35,0,0.9524
128,3840,2560,NT_RR_Row,135.958969,18.510,35,0,0.9524
128,3840,2560,TN_CC_Col,152.310913,16.523,35,0,0.9524
128,3840,2560,TN_CC_Row,135.974655,18.508,35,0,0.9524
128,3840,2560,TT_CR_Col,152.291260,16.525,35,0,0.9524
128,3840,2560,TT_CR_Row,135.951141,18.511,35,0,0.9524
128,13824,2560,NN_RC_Col,176.638077,51.290,35,0,1.2857
128,13824,2560,NN_RC_Row,176.516937,51.325,35,0,1.2857
128,13824,2560,NT_RR_Col,176.608704,51.298,35,0,1.2857
128,13824,2560,NT_RR_Row,176.663803,51.282,35,0,1.2857
128,13824,2560,TN_CC_Col,176.623398,51.294,35,0,1.2857
128,13824,2560,TN_CC_Row,176.663803,51.282,35,0,1.2857
128,13824,2560,TT_CR_Col,176.564651,51.311,35,0,3.4286
128,13824,2560,TT_CR_Row,176.689529,51.275,35,0,1.2857
1024,2560,2560,NN_RC_Col,204.397446,65.665,35,0,1.9048
1024,2560,2560,NN_RC_Row,198.377899,67.658,35,0,1.9048
1024,2560,2560,NT_RR_Col,204.380875,65.670,35,0,0.9524
1024,2560,2560,NT_RR_Row,198.371643,67.660,35,0,0.9524
1024,2560,2560,TN_CC_Col,204.387497,65.668,35,0,1.9048
1024,2560,2560,TN_CC_Row,198.374786,67.659,35,0,0.9524
1024,2560,2560,TT_CR_Col,204.254807,65.711,35,0,0.9524
1024,2560,2560,TT_CR_Row,198.368530,67.661,35,0,0.9524
1024,2560,6912,NN_RC_Col,226.590591,159.931,35,0,0.9524
1024,2560,6912,NN_RC_Row,226.679825,159.868,35,0,0.9524
1024,2560,6912,NT_RR_Col,226.583038,159.936,35,0,0.9524
1024,2560,6912,NT_RR_Row,226.598175,159.925,35,0,0.9524
1024,2560,6912,TN_CC_Col,226.513565,159.985,35,0,0.9524
1024,2560,6912,TN_CC_Row,226.614777,159.914,35,0,1.9048
1024,2560,6912,TT_CR_Col,226.593643,159.929,35,0,0.9524
1024,2560,6912,TT_CR_Row,226.583038,159.936,35,0,0.9524
1024,3840,2560,NN_RC_Col,204.495987,98.450,35,0,1.4286
1024,3840,2560,NN_RC_Row,206.238922,97.618,35,0,1.4286
1024,3840,2560,NT_RR_Col,204.520401,98.438,35,0,2.8571
1024,3840,2560,NT_RR_Row,204.629044,98.386,35,0,2.8571
1024,3840,2560,TN_CC_Col,204.511520,98.443,35,0,1.4286
1024,3840,2560,TN_CC_Row,204.573578,98.413,35,0,1.4286
1024,3840,2560,TT_CR_Col,204.491577,98.452,35,0,1.4286
1024,3840,2560,TT_CR_Row,205.980087,97.741,35,0,1.4286
1024,13824,2560,NN_RC_Col,217.402115,333.380,35,0,10.2857
1024,13824,2560,NN_RC_Row,232.960159,311.116,35,0,10.2857
1024,13824,2560,NT_RR_Col,217.774200,332.811,35,0,10.2857
1024,13824,2560,NT_RR_Row,228.081390,317.771,35,0,13.7143
1024,13824,2560,TN_CC_Col,218.388046,331.875,35,0,10.2857
1024,13824,2560,TN_CC_Row,227.800766,318.162,35,0,10.2857
1024,13824,2560,TT_CR_Col,223.230270,324.676,35,0,13.7143
1024,13824,2560,TT_CR_Row,230.339096,314.656,35,0,10.2857
