# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: BitNet-2B4T-INT8
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH_SPARSE24, dtype: int8, outdtype: bf16, warmup=25, repeat=100, verify=False
# M_list: [16, 256, 1024]
# NK_list: [(3840, 2560), (2560, 2560), (13824, 2560), (2560, 6912)]
M,N,K,layout,tops,lat_us,best_alg_id,best_split_k,workspace
1024,2560,6912,NT_RR_Row,610.656311,59.344,1,1,2211840
1024,2560,6912,TN_CC_Col,610.126587,59.396,0,1,2211840
1024,2560,6912,TN_CC_Row,611.058228,59.305,1,1,2211840
1024,2560,6912,TT_CR_Col,609.995117,59.408,0,1,2211840
1024,2560,6912,TT_CR_Row,610.215393,59.387,1,1,2211840
1024,3840,2560,NN_RC_Col,549.107666,36.664,0,1,1228800
1024,3840,2560,NN_RC_Row,545.688049,36.894,1,1,1228800
1024,3840,2560,NT_RR_Col,548.805908,36.684,0,1,1228800
1024,3840,2560,NT_RR_Row,545.659668,36.896,1,1,1228800
1024,3840,2560,TN_CC_Col,547.554443,36.768,0,1,1228800
1024,3840,2560,TN_CC_Row,545.953186,36.876,1,1,1228800
1024,3840,2560,TT_CR_Col,548.767578,36.687,0,1,1228800
1024,3840,2560,TT_CR_Row,545.664429,36.896,1,1,1228800
1024,13824,2560,NN_RC_Col,589.781006,122.889,0,1,4423680
1024,13824,2560,NN_RC_Row,580.411987,124.873,1,1,4423680
1024,13824,2560,NT_RR_Col,589.698059,122.906,0,1,4423680
1024,13824,2560,NT_RR_Row,583.513245,124.209,1,1,4423680
1024,13824,2560,TN_CC_Col,589.713440,122.903,0,1,4423680
1024,13824,2560,TN_CC_Row,589.721130,122.901,1,1,4423680
1024,13824,2560,TT_CR_Col,589.793274,122.886,0,1,4423680
1024,13824,2560,TT_CR_Row,579.963135,124.969,1,1,4423680
